Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
Breast	0.09448832876827290	0.00000000000000000	0.00000000000000000	0.07827454242897702	0.00000000000000000	0.21207129733463509	0.07189529534776164	0.04858434404685275	0.02421728718880764	0.00000000000000000	0.12279157000792915	0.00000000000000000	0.06647114430406822	0.00000000000000000	0.02633204934996539	0.01452458806663855	0.06492221387892372	0.04425602867650689	0.02467328011737704	0.04954733755298822	0.03883244182689390	0.01811825110340171	0.00000000000000000	0.25998602987323349	0.97852614486656364
Dendritic_cells_2	0.00000000000000000	0.00351710862748494	0.00000000000000000	0.00000000000000000	0.00064742760854877	0.00329608511206140	0.00427473915665091	0.00988450543081291	0.00000000000000000	0.00000000000000000	0.00747845331524896	0.00007761325645168	0.00000000000000000	0.09528698712541259	0.00000000000000000	0.05987508850582478	0.76647667302989164	0.02770762138153235	0.01919077198007733	0.00000000000000000	0.00020506968341771	0.00208185578658410	0.00000000000000000	0.73329444920100850	0.68898841446144088
NK_cells_2	0.00000000000000000	0.01717326287808374	0.00188521132582823	0.05399701577791830	0.00387413671723054	0.00000000000000000	0.00816636115200091	0.01225351972289798	0.00000000000000000	0.00000000000000000	0.88816447270225374	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00881025001668468	0.00000000000000000	0.00000000000000000	0.00567576970710197	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.86994270499659776	0.51947054601526710
Monocytes_2	0.01290316059678361	0.00000000000000000	0.01518239432626816	0.00000000000000000	0.01050767362204851	0.00037053941810559	0.00501537108115295	0.00000000000000000	0.00000000000000000	0.00116749721210234	0.01249278058627978	0.00000000000000000	0.92161466377663093	0.00021222256485975	0.00000000000000000	0.00426956559754679	0.00000000000000000	0.00162957364655947	0.01142136340098865	0.00000000000000000	0.00321319417067351	0.00000000000000000	0.00000000000000000	0.89644276778843413	0.47067177724757270
NK_cells_1	0.03022057291957479	0.00000000000000000	0.00000000000000000	0.18985001792619019	0.00000000000000000	0.02691009814667765	0.08485244978149305	0.00341328841153424	0.00000000000000000	0.00000000000000000	0.61608120776370512	0.00555215868509761	0.01225983522686742	0.00000000000000000	0.00000000000000000	0.00678819967644832	0.00000000000000000	0.00357961791192974	0.00000000000000000	0.01967122231611312	0.00082133123436869	0.00000000000000000	0.00000000000000000	0.73307142120480817	0.68740141594167103
Memory_CD8_T_cells_2	0.02896687840284499	0.00000000000000000	0.00000000000000000	0.49731571937648172	0.00000000000000000	0.35555663809821314	0.02250610838497578	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03860642011389550	0.00000000000000000	0.03201564625383799	0.00276388293958455	0.00000000000000000	0.00017263501817522	0.00008517370105298	0.00166573401329498	0.01316816694406047	0.00000000000000000	0.00717699675358259	0.00000000000000000	0.00000000000000000	0.85795718811992361	0.54249170861799723
Memory_CD4_T_cells_2	0.00000000000000000	0.00432333740239037	0.00316172446173208	0.00000000000000000	0.11529320117494571	0.80495111839572386	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04907358308750590	0.00000000000000000	0.01810136044650765	0.00000000000000000	0.00000000000000000	0.00063961382952633	0.00000000000000000	0.00230426253047630	0.00173333990591060	0.00000000000000000	0.00041845876528132	0.00000000000000000	0.00000000000000000	0.89695013991122463	0.48422054567223821
Naive_CD4_T_cells_1	0.01704271767401371	0.00000000000000000	0.00031623117107265	0.02911125169603616	0.30108651215210397	0.49672226392673208	0.02170589769266342	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.05959449295897713	0.00000000000000000	0.03710021152126649	0.00273665256401218	0.00000000000000000	0.00128369204374468	0.00000000000000000	0.00448104545918104	0.00000000000000000	0.01191287962550389	0.01665392284336246	0.00025222867132984	0.00000000000000000	0.76298499541516718	0.65747656270623145
Tregs	0.00454435737946280	0.00000000000000000	0.00000000000000000	0.00322139070761152	0.19550943434253340	0.50737312339210594	0.00159613004825204	0.06985307189051428	0.12158647589393592	0.00000000000000000	0.06383059507691462	0.00000000000000000	0.02136927307094038	0.00000000000000000	0.00000000000000000	0.00081705089088368	0.00000000000000000	0.00160443239366726	0.00000000000000000	0.00034011731842931	0.00835454759474919	0.00000000000000000	0.00000000000000000	0.81877149168765528	0.59062669345244445
Memory_CD4_T_cells_1	0.00459797716082565	0.00000000000000000	0.00123678441099021	0.01697858907664179	0.03319472504865999	0.68093695734708648	0.04188272026815928	0.00364326308695383	0.01084814928849157	0.00000000000000000	0.08822986870259200	0.00000000000000000	0.04762044632432524	0.00344708443427043	0.00110912504173170	0.00000000000000000	0.00000000000000000	0.00329335569373393	0.00000000000000000	0.01321283691527755	0.04976811720026031	0.00000000000000000	0.00000000000000000	0.77314211806863020	0.65523549571561102
Naive_CD8_T_cells_2	0.02531345118020408	0.00000000000000000	0.00000000000000000	0.36432596106072379	0.43954587589464683	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.06422740110559730	0.00000000000000000	0.04962269286236724	0.00000000000000000	0.04789709574245155	0.00541846456553748	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00114001002191864	0.00000000000000000	0.00179874018031846	0.00071030738623466	0.00000000000000000	0.00000000000000000	0.78462250499397401	0.62953378668579307
Naive_CD4_T_cells_2	0.05762503792999436	0.00000000000000000	0.01985423143420235	0.00952325767495890	0.62212929950866336	0.21091287826437050	0.00392749722951625	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04910526253823398	0.00000000000000000	0.01285232904791714	0.00000000000000000	0.00000000000000000	0.00328502044071389	0.00000000000000000	0.00420832248484522	0.00196023909732836	0.00439834203358593	0.00000000000000000	0.00021828231566985	0.00000000000000000	0.69521812698338170	0.71962466116654189
